Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4071136091014385,2.376113066265294,2.627141472688055,2.924671038282831,3.0076696860444727,3.111933451756623,3.2034787763299355,3.373905224255847,3.4686448621587957,3.4233037928135355,3.8454812664151596,4.158904185825494,4.40610012542102,4.400817518994975,4.479853273603275,4.3734627169185245,4.353817008144662,4.43458690180373,4.416219489317677,4.155455390993856,4.1057997925674785,4.04454083172618,4.046443743405811,4.041865757796531,4.116369923979663,4.034042926525057,3.911714814529645,3.802343783435901,3.8933055305775444,4.36073968094378,4.1224859165702705,4.223298385474771,3.972396588958137,3.8857896988273826
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.334399860997667,6.403852033165687,6.582226540473817,6.805463025879199,7.076314932419787,6.921548621669537,6.806717560998292,6.916954645378195,7.108474350453133,7.114722496540151,7.20100761030258,7.446631972956691,7.338578223671709,7.220759258071522,7.1318987736906445,6.906909717560362,6.841708206075277,6.798740057283517,6.922076633819628,6.725492540452426,6.6416326937055326,6.739132559455187,6.717680939485252,6.646582388792713,6.821258331829704,6.759151988169225,6.745125146603227,6.79972998966452,6.3347113042357845,7.410809782099925,6.786333958603793,5.714150890652272,5.260029505480564,5.298738985792392
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.453481720451,2.446484996384508,2.7012067523784316,2.9692513366962716,3.0443883957931126,3.158838549038292,3.2478219820940826,3.5388931305404645,3.6502710707756707,3.5542082863415354,3.956743035232312,4.2560017470639675,4.469945707137918,4.42042962261375,4.465383039586691,4.341899718371308,4.294623913673797,4.37313894233402,4.466227439936142,4.217137536273485,4.12281542064571,4.0531253267305365,4.038528699294772,4.0178399609146105,4.082512928169828,3.995805158396418,3.865650241748779,3.744974769102249,3.8147210003949934,4.289700498922305,4.054342452526572,4.089531227690359,3.8577116549310295,3.783246133489933
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.442878924332592,5.210971735231883,5.897294102122163,7.132095529103505,8.546988077792962,9.938049631695984,10.106495565450153,11.008027425234266,11.389684251060272,10.748448327483223,10.639959792301418,10.69031287409594,10.27821863423223,10.106239881230772,9.57056994537054,9.083026743918598,8.550210460520958,8.551479856908125,10.189818286748379,9.557935355863693,8.915331955385003,8.642456824650635,8.605277045423842,9.007788177728658,9.014593047901917,9.092405672156247,8.991502813790392,8.661131657451925,9.164450303010447,9.316387245182232,9.010554342732746,7.815804014621522,7.33312751129511,6.911840306117329
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.887755315113155,7.494709778368007,8.65485924634432,9.649719311395259,9.93006411860132,10.266271200088518,10.523103962107314,10.691474167030533,10.584869668806457,9.689920080609415,9.059740098197578,9.077116331464445,9.110023657894523,9.048836930165509,8.719151292171894,8.152849578736701,7.23096763684341,7.162204556787387,9.058438918456813,9.118623639145612,8.856219439060508,9.07708057075999,9.27187350321096,8.954600495753278,8.570259081347059,8.091535647430064,7.498619371829794,6.898466519394116,6.6450735805812045,7.11300236808992,6.910928565779902,5.859394447579234,5.5863525353546555,5.368775606548232
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.385,4.346,4.415,4.419,4.417,4.43,4.431,4.395,4.658,4.8,4.252,4.836,5.662,5.002,3.779,3.55,3.142,3.917,4.608,4.088,3.458,3.235,3.083,3.48,3.616,4.597,3.836,3.53,3.812,6.127,4.552,3.761,3.51,4.773
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38,8.92,10.92,10.93,11.04,9.0,8.37,8.03,7.95,8.98,9.26,10.01,10.91,10.32,11.049,10.49,8.8,8.517,9.087,8.757,11.849,12.597,13.154,13.105,13.052,12.45,11.767,9.855,7.851,7.974,7.441,7.344,7.334,7.198
Euro area,EMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.317217183137055,8.929560718682499,10.690089901775337,11.736945591482845,11.418470606311914,11.623721772096932,11.641965485109298,11.204575254423418,10.453169826666578,9.47224221882325,8.41873260562831,8.679891670752149,9.020840534396202,9.289857621309629,9.149557434027706,8.429085408088715,7.536789651739412,7.543878984573312,9.632764960315146,10.173503609098315,10.258940995402208,11.414911392742884,11.9982760867162,11.626176522859557,10.88315193536223,10.033463178174014,9.069845299427842,8.158556294489586,7.519361422542613,7.829555597005183,7.7223522890732275,6.749181604551908,6.557963146412635,6.413875717721877
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.097,5.256,5.33,5.385,5.266,5.215,5.328,5.441,5.553,5.608,5.678,5.708,5.679,5.569,5.579,5.566,5.575,5.524,5.583,5.675,5.614,5.501,5.423,5.43,5.541,5.554,5.577,5.511,5.552,6.088,6.177,5.695,5.586,5.553
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.929,17.697,22.156,24.209,22.675,22.142,20.698,18.673,15.475,13.785,10.348,11.146,11.283,11.09,9.146,8.452,8.232,11.254,17.857,19.86,21.39,24.789,26.094,24.441,22.057,19.635,17.224,15.255,14.104,15.532,14.781,12.917,12.179,11.394
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.468,3.681,6.544,7.561,9.659,9.915,10.369,9.51,11.573,13.36,13.134,10.026,11.288,10.248,8.033,5.915,4.592,5.455,13.548,16.707,12.328,10.021,8.631,7.352,6.412,6.882,5.807,5.412,4.514,6.956,6.178,5.571,6.378,7.828
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.264,3.379,3.235,3.1,3.029,3.146,3.255,3.494,3.714,3.5,3.176,3.06,2.995,2.767,2.497,2.351,2.347,2.335,2.331,2.3,2.275,2.255,2.251,2.359,2.443,2.554,2.662,2.802,2.917,3.994,3.935,3.409,3.402,3.398
European Union,EUU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.587637765972607,9.237240142563564,10.857804127080449,11.548758247272097,11.108900896787144,11.143036132769662,10.962653517436399,10.527650439772295,10.213580679021545,9.706491198048012,9.210232892492375,9.564740129156629,9.703546299055594,9.855742435265372,9.631481279486803,8.68652334151983,7.5018050616749585,7.241401102890564,9.210981280077643,9.872720937778597,9.927599508381984,10.875226164443658,11.349908066067062,10.826668649491266,10.018398713184965,9.107661317217854,8.134074913328893,7.255923594757345,6.688575563759243,7.053502103390319,7.014184537212598,6.144234647364594,6.025065807489645,5.9181302517457715
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.509501591430696,4.460400645451764,4.485113603251921,4.581790106476376,5.064321646140791,5.3294582819611245,5.428420921701887,5.671454159975679,5.905022188997981,5.888132243418849,5.8026499362177555,5.770828472013755,5.641809718333223,5.486179125347079,5.175321288152329,5.041063526664509,4.966801360775218,5.00330426897512,5.058160954207244,5.133936325662622,5.179804813392943,5.243408205661458,5.230813430932149,5.374072230565333,5.470641381335322,5.6170154855709065,5.830651941539959,5.829739634418265,5.879107366492206,6.651807556432632,6.777619440754944,5.609176211944409,5.200878339666541,5.021248450864152
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.503,11.595,16.201,16.426,17.005,15.572,14.967,13.214,11.693,11.134,10.29,10.423,10.469,10.358,9.602,8.935,6.854,6.369,8.249,8.394,7.781,7.689,8.193,8.663,9.376,8.818,8.64,7.361,6.695,7.759,7.617,6.719,7.151,8.26
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.633,4.653,4.702,4.611,4.66,4.633,4.728,4.747,4.702,4.7,4.695,4.769,4.738,4.7,3.886,3.958,4.106,4.185,4.305,4.343,4.406,4.375,4.357,4.325,4.291,4.319,4.324,4.335,4.373,4.649,4.701,4.446,4.322,4.307
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.134,10.203,11.32,12.593,11.834,12.367,12.566,12.074,11.981,10.218,8.61,8.702,8.306,8.914,8.882,8.832,8.008,7.386,9.122,9.279,9.228,9.841,9.913,10.273,10.354,10.057,9.409,9.018,8.415,8.009,7.874,7.308,7.335,7.37
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.282,17.725,17.78,17.794,17.411,17.347,17.197,17.176,17.572,17.789,17.762,17.351,17.119,17.095,16.91,17.785,18.261,19.191,19.753,20.39,19.941,19.728,19.794,19.916,19.978,20.134,20.303,20.439,20.358,21.27,21.218,20.399,20.278,20.061
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55,9.772,10.346,9.648,8.694,8.189,7.072,6.198,6.042,5.558,4.696,5.037,4.807,4.594,4.835,5.411,5.342,5.705,7.627,7.924,8.169,8.25,7.704,6.363,5.517,4.867,4.452,4.12,3.613,4.472,4.826,3.73,3.984,4.111
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,5.4,5.4,8.4,7.6,11.5,11.5,14.53,13.8,10.82,11.16,12.59,11.51,12.62,13.81,13.57,13.28,17.87,20.71,20.203,19.632,19.653,19.416,17.439,16.506,16.604,13.939,12.667,11.565,11.73,11.791,11.647,11.537,11.48
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.489,4.7,5.239,5.896,6.48,7.083,7.636,8.2,10.1,10.456,9.602,8.695,7.72,6.756,5.816,4.897,5.092,5.144,5.348,5.384,4.227,3.141,2.173,4.415,6.806,5.232,3.369,3.253,3.16,3.313,3.384,3.084,3.063,3.007
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.573,4.598,4.573,4.526,4.481,4.5,4.458,4.488,4.509,4.599,4.597,4.549,4.644,4.743,4.875,4.93,4.818,4.829,4.967,5.097,5.094,4.884,4.967,5.09,5.224,5.013,4.826,4.787,5.018,6.018,5.827,5.267,5.244,5.23
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.861,9.961,9.986,10.102,10.201,10.235,10.053,9.956,9.804,9.787,9.708,10.079,10.032,9.991,9.963,10.259,10.428,10.092,9.823,9.723,10.283,10.346,9.454,8.218,7.26,6.285,5.157,4.127,4.538,5.892,6.269,6.076,6.479,6.496
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.038,3.099,3.148,3.172,3.132,3.022,2.986,3.39,3.539,3.557,3.154,3.181,3.244,3.238,3.174,3.154,3.149,3.164,3.152,3.137,3.08,3.143,3.162,3.254,3.157,3.123,3.066,3.127,2.413,2.89,3.031,2.666,2.65,2.622
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,7.45,7.594,7.699,7.738,7.792,7.832,7.886,7.954,7.955,8.032,8.09,8.11,8.03,8.008,7.924,7.877,7.831,7.939,8.07,8.045,7.957,7.86,7.845,7.95,7.962,8.004,7.967,8.064,8.781,8.976,8.455,8.367,7.823
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.572,8.927,10.177,9.808,10.116,10.402,10.472,12.227,12.138,11.345,10.764,10.346,9.839,10.628,10.074,8.906,8.351,7.664,9.546,12.719,17.973,24.731,27.686,26.708,24.981,23.514,21.413,19.179,17.045,15.899,14.656,12.426,11.066,10.133
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.684,2.639,2.599,2.581,2.577,2.625,2.61,2.609,2.567,2.606,2.745,2.747,2.807,2.971,3.059,2.948,2.824,2.873,3.208,3.497,3.172,2.765,3.017,2.717,2.506,2.583,2.462,2.283,2.193,2.955,2.174,3.051,2.344,2.219
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.509,3.837,5.527,7.6,7.9,8.283,9.67,7.74,13.95,15.32,13.213,11.39,9.697,7.7,7.0,7.4,8.3,8.892,9.3,8.2,13.3,12.2,11.5,7.6,6.9,5.4,5.418,5.449,5.401,6.248,5.991,5.454,5.363,5.586
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.055,11.9,11.71,11.622,11.643,11.611,11.624,11.731,11.802,11.93,11.806,11.81,11.529,11.28,11.08,10.7,10.846,11.027,11.314,11.636,11.819,12.038,12.303,12.639,13.004,13.257,13.462,13.627,13.172,15.334,14.557,12.013,12.025,10.165
High income,HIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.579811171813913,7.074371696458799,7.653530651019605,7.915909267897875,7.7220484112015635,7.736564044425035,7.744558805876255,7.814596887485125,7.700744944679032,7.0276296549000214,6.872927073362376,7.194273081487285,7.3187393166483234,7.094467382645124,6.780222116130308,6.300388042558502,5.693595917187482,5.930420732571359,8.038055247548174,8.175671336113847,7.80704849964703,7.718462707342577,7.6177744307593365,7.034735725186602,6.546483806522097,6.105665638823369,5.576590791615915,5.082106013821605,4.763018043097569,6.461614777827317,5.560637186019751,4.503011318109817,4.338660165038345,4.3988701679551125
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.96,1.96,1.9,3.22,2.83,2.22,4.58,6.25,4.92,5.09,7.28,7.86,6.74,5.58,4.77,4.01,3.56,5.26,4.329,3.422,3.285,3.4,3.296,3.314,3.392,3.124,2.805,2.917,5.808,5.174,4.318,2.949,2.793
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,3.06,3.097,3.136,3.24,4.37,3.32,4.02,3.85,3.881,4.0,4.02,5.3,5.99,4.909,3.574,3.211,3.156,3.292,4.119,4.474,3.755,5.646,7.078,6.147,6.727,5.528,5.648,5.698,10.982,8.506,8.774,6.07,6.061
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.119568268252437,5.224041220598856,5.219905820859177,5.162479290056492,4.9902125673928035,4.964914548548587,4.902940268550745,4.966434865840097,5.1105894751944385,5.154561362157108,5.082843619690709,5.049079200824072,4.999782419197877,4.859563990441325,4.694772942602211,4.606002042586649,4.551292779734798,4.532949800658554,4.574265234639475,4.789764251039049,4.749387079408457,4.557874057425021,4.280062645607167,4.286334993602805,4.428670973910457,4.371447714987062,4.384236968134153,4.350988450382499,4.358911385562939,5.084669867993814,4.990254515990245,4.4466420369021336,4.226617651810062,4.212603895493627
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14,10.914,10.794,10.45,10.108,9.68,9.71,11.392,13.559,16.064,15.822,15.053,13.924,13.664,12.598,11.13,9.909,8.53,9.202,11.62,13.678,15.935,17.251,17.29,16.175,13.103,11.208,8.432,6.617,7.507,7.608,6.96,6.086,5.236
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.363,7.428,7.595,7.97,7.565,7.325,6.978,7.162,7.2,8.454,9.754,11.046,12.18,13.453,14.587,15.908,16.8,16.195,15.351,15.252,14.485,14.1,13.642,13.755,13.724,13.852,13.881,13.878,14.057,15.546,15.28,14.635,14.556,15.058
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,9.942,12.098,10.847,10.168,10.022,8.991,8.925,6.929,6.563,5.671,5.608,5.79,5.832,7.189,7.494,7.406,7.817,10.03,11.172,11.029,11.003,10.177,7.725,6.813,5.115,4.156,3.708,3.419,4.25,4.045,3.609,4.107,4.434
IBRD only,IBD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.975250006342574,5.03662437383886,5.266196826723021,5.639261099405131,5.957836769164591,6.049510394964036,6.162958462319367,6.394206301375242,6.641701628461395,6.557336740143562,6.709061098100621,6.928416184399507,6.9971889965357015,6.8329038846710555,6.753467983220289,6.528085074805713,6.342271621104071,6.3179637639405195,6.634253546806953,6.390027495806933,6.27930588236174,6.195733824391498,6.2042773118443195,6.181138078925916,6.314932288347948,6.425582127741853,6.402894795617946,6.294315685709589,6.0807655937156495,6.972138212851693,6.339003291162474,5.601595187445684,5.164780801562933,5.108421460344367
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.824858093551666,4.883532358719479,5.087298513097314,5.397268375165534,5.647876953679968,5.726249140239303,5.812257284798107,6.013091915531871,6.228317295390423,6.15636406177533,6.274012364863948,6.443863192730265,6.489360102884477,6.332494591127507,6.24361042096154,6.026852404302175,5.869693976101072,5.860552072410414,6.120415081438127,5.9044560732561635,5.819155040470376,5.815571077828943,5.78053948175613,5.738331062606501,5.905838259886217,5.965620378534406,5.9889415549091725,5.9244398109915455,5.783017561453199,6.643821142086398,6.171750280800024,5.423946596615208,5.035568160399062,4.97597312185895
IDA total,IDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.108070396247976,4.16210123816829,4.256326597678628,4.287931208095805,4.241557245937946,4.280567149360359,4.26209825380302,4.347482382512596,4.4368211288809665,4.437367526042058,4.428974787913039,4.410087670574072,4.378817710140382,4.270530439443301,4.160287600373326,4.003518160547562,3.9862770089522335,4.065010954767602,4.136946366559125,4.0641960510870145,4.100627614714764,4.414730294527866,4.239663623668243,4.139356246759784,4.44600881534174,4.344256582664576,4.552178646869849,4.660565415333352,4.782675381380018,5.576853161498908,5.630881022096675,4.862195674131067,4.625803569925596,4.5594138394081565
IDA blend,IDB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2500721868537057,3.31801481874556,3.540424587206726,3.6764796632242596,3.7201165228739557,3.8414413100918576,3.8205925360772657,3.9493757167849983,3.9682958240539823,3.8728254563961304,3.7732055340410864,3.582699869984919,3.4598257877624032,3.306019426672259,3.247880036650244,3.1510396361193354,3.022122778905806,3.050917065077537,3.104436976013572,3.150758689143985,3.200107642438496,4.085861025741223,3.705673609112997,3.383750430807678,4.002560861156206,3.732200964345471,4.350360646255533,4.758530254230673,5.07726731486215,5.847926636803599,5.830786586759159,4.811322606127925,4.415089751622976,4.374618426803097
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.617,2.734,2.782,4.366,4.611,4.861,4.684,5.459,6.358,6.077,6.082,6.604,6.657,7.303,7.945,7.551,8.06,7.208,6.106,5.614,5.153,4.468,4.336,4.049,4.514,4.301,3.783,4.387,3.59,4.255,3.827,3.462,3.308,3.3
IDA only,IDX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.554651609545219,4.6026060418633445,4.629163630207611,4.606648012881947,4.512705712776705,4.510666588544282,4.4954677029682575,4.557857031324499,4.685466573644358,4.7385463764996345,4.780215659041343,4.853431802441597,4.872427942771451,4.790111930263939,4.6520101279129795,4.463522239785165,4.50885950209726,4.617179665167585,4.701866356334993,4.56611206743664,4.595144739409376,4.596495918737029,4.536059703069171,4.560384225760374,4.695851503613348,4.689466093324045,4.665303603074275,4.6060447006700524,4.61871804976572,5.424442147864788,5.517774929107163,4.890880347744329,4.748146828783263,4.667701723953967
Isle of Man,IMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.722,7.733,7.75,7.645,7.608,7.558,7.61,7.639,7.617,7.624,7.653,7.753,7.68,7.625,7.552,7.552,7.561,7.656,7.664,7.652,7.616,7.666,7.711,7.674,7.631,7.601,7.618,7.652,6.51,7.859,6.38,4.822,4.172,4.202
Not classified,INX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.771,15.021,15.571,14.544,11.97,11.692,10.191,7.699,5.804,4.318,3.684,4.216,4.478,4.491,4.237,4.355,4.98,6.774,12.609,14.534,15.354,15.451,13.735,11.858,9.908,8.374,6.713,5.741,4.95,5.623,6.364,4.501,4.288,4.369
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,10.653,10.567,10.448,9.896,9.1,9.681,10.358,11.173,11.696,12.36,12.8,11.529,10.3,11.813,11.519,10.772,10.63,12.113,13.679,12.491,12.275,10.595,10.68,11.166,12.618,12.232,12.195,10.74,9.687,9.282,9.085,9.041,9.192
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.652,8.368,8.381,8.243,8.446,8.527,8.286,8.087,8.002,8.058,8.261,8.621,8.955,8.719,8.578,8.42,8.646,8.467,8.414,8.267,8.191,7.965,9.205,10.59,10.842,10.82,13.02,13.49,14.109,15.778,16.173,15.511,15.447,15.524
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.548,4.305,5.257,5.326,5.196,3.6,3.72,3.069,2.178,1.936,1.874,2.988,3.997,4.031,2.547,2.83,2.251,2.946,7.22,7.564,7.028,6.0,5.376,4.897,3.979,2.978,2.742,2.704,3.507,5.478,6.029,3.789,3.518,3.107
Israel,ISR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.387,14.08,12.741,9.934,8.782,8.455,9.751,10.749,11.183,11.102,11.812,12.888,13.505,13.029,11.342,10.707,9.379,7.704,9.534,8.48,7.139,6.762,6.137,5.789,5.176,4.723,4.14,3.917,3.731,4.169,4.812,3.695,3.596,3.15
